Model,Scenario,Region,Variable,Unit,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
IMAGE,SSP2-Ref-SPA0-V17,KOR,Emissions|CH4|Energy Demand|Residential and Commercial,Mt CH4/yr,0.13,0.12,0.12,0.13,0.12,0.08,0.08,0.07,0.06,0.05,0.05
IMAGE,SSP2-Ref-SPA0-V17,KOR,Emissions|CH4|Energy Demand|Transportation,Mt CH4/yr,0.01,0.01,0.02,0.02,0.05,0.06,0.06,0.06,0.05,0.04,0.04
IMAGE,SSP2-Ref-SPA0-V17,KOR,Emissions|CH4|Energy Demand|Transportation|Ground Transportation,Mt CH4/yr,0.01,0.01,0.02,0.02,0.05,0.06,0.06,0.06,0.05,0.04,0.04
IMAGE,SSP2-Ref-SPA0-V17,KOR,Emissions|CH4|Energy Supply,Mt CH4/yr,0.44,0.47,0.48,0.61,0.60,0.57,0.63,0.64,0.47,0.42,0.54
IMAGE,SSP2-Ref-SPA0-V17,KOR,Emissions|CH4|Energy Supply and Demand,Mt CH4/yr,0.59,0.61,0.63,0.77,0.77,0.72,0.77,0.77,0.59,0.53,0.63
IMAGE,SSP2-Ref-SPA0-V17,KOR,Emissions|CH4|Land Use,Mt CH4/yr,0.75,0.77,0.78,0.80,0.77,0.76,0.74,0.72,0.69,0.67,0.65
IMAGE,SSP2-Ref-SPA0-V17,KOR,Emissions|CH4|Land Use|Agricultural Waste Burning,Mt CH4/yr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,KOR,Emissions|CH4|Land Use|Agriculture,Mt CH4/yr,0.75,0.76,0.78,0.79,0.77,0.75,0.73,0.71,0.69,0.67,0.65
IMAGE,SSP2-Ref-SPA0-V17,KOR,Emissions|CH4|Land Use|Agriculture|AWM,Mt CH4/yr,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02
IMAGE,SSP2-Ref-SPA0-V17,KOR,Emissions|CH4|Land Use|Agriculture|Enteric Fermentation,Mt CH4/yr,0.25,0.26,0.26,0.26,0.25,0.24,0.23,0.23,0.22,0.21,0.21
IMAGE,SSP2-Ref-SPA0-V17,KOR,Emissions|CH4|Land Use|Agriculture|Rice,Mt CH4/yr,0.46,0.47,0.49,0.50,0.49,0.48,0.47,0.46,0.45,0.44,0.42
IMAGE,SSP2-Ref-SPA0-V17,KOR,Emissions|CH4|Land Use|Forest Burning,Mt CH4/yr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,KOR,Emissions|CH4|Land Use|Savannah Burning,Mt CH4/yr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,KOR,Emissions|CH4|Other,Mt CH4/yr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,KOR,Emissions|CH4|Waste,Mt CH4/yr,0.54,0.55,0.58,0.58,0.57,0.53,0.48,0.43,0.39,0.34,0.31
IMAGE,SSP2-Ref-SPA0-V17,ME,Emissions|CH4,Mt CH4/yr,12,15,16,21,24,26,28,26,21,16,13
IMAGE,SSP2-Ref-SPA0-V17,ME,Emissions|CH4|Energy Demand|Industry,Mt CH4/yr,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
IMAGE,SSP2-Ref-SPA0-V17,ME,Emissions|CH4|Energy Demand|Residential and Commercial,Mt CH4/yr,0.05,0.03,0.04,0.04,0.03,0.03,0.03,0.04,0.03,0.03,0.03
IMAGE,SSP2-Ref-SPA0-V17,ME,Emissions|CH4|Energy Demand|Transportation,Mt CH4/yr,0.04,0.04,0.06,0.08,0.11,0.21,0.38,0.48,0.54,0.49,0.32
IMAGE,SSP2-Ref-SPA0-V17,ME,Emissions|CH4|Energy Demand|Transportation|Ground Transportation,Mt CH4/yr,0.04,0.04,0.06,0.08,0.11,0.21,0.38,0.48,0.54,0.49,0.32
IMAGE,SSP2-Ref-SPA0-V17,ME,Emissions|CH4|Energy Supply,Mt CH4/yr,9.07,11,12,15,17,19,21,18,13,7.10,4.20
IMAGE,SSP2-Ref-SPA0-V17,ME,Emissions|CH4|Energy Supply and Demand,Mt CH4/yr,9.17,11,12,15,18,19,21,18,14,7.64,4.56
IMAGE,SSP2-Ref-SPA0-V17,ME,Emissions|CH4|Land Use,Mt CH4/yr,1.72,1.91,2.46,3.00,3.47,3.90,4.16,4.42,4.67,4.92,5.16
IMAGE,SSP2-Ref-SPA0-V17,ME,Emissions|CH4|Land Use|Agricultural Waste Burning,Mt CH4/yr,0.01,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02
IMAGE,SSP2-Ref-SPA0-V17,ME,Emissions|CH4|Land Use|Agriculture,Mt CH4/yr,1.69,1.89,2.43,2.97,3.44,3.86,4.13,4.39,4.64,4.89,5.13
IMAGE,SSP2-Ref-SPA0-V17,ME,Emissions|CH4|Land Use|Agriculture|AWM,Mt CH4/yr,0.06,0.07,0.10,0.12,0.15,0.16,0.18,0.19,0.20,0.21,0.22
IMAGE,SSP2-Ref-SPA0-V17,ME,Emissions|CH4|Land Use|Agriculture|Enteric Fermentation,Mt CH4/yr,1.47,1.66,2.19,2.70,3.13,3.53,3.79,4.05,4.30,4.53,4.77
IMAGE,SSP2-Ref-SPA0-V17,ME,Emissions|CH4|Land Use|Agriculture|Rice,Mt CH4/yr,0.16,0.15,0.15,0.14,0.16,0.17,0.16,0.15,0.15,0.15,0.15
IMAGE,SSP2-Ref-SPA0-V17,ME,Emissions|CH4|Land Use|Forest Burning,Mt CH4/yr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,ME,Emissions|CH4|Land Use|Savannah Burning,Mt CH4/yr,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.01
IMAGE,SSP2-Ref-SPA0-V17,ME,Emissions|CH4|Other,Mt CH4/yr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,ME,Emissions|CH4|Waste,Mt CH4/yr,1.50,1.69,2.11,2.46,2.75,2.97,3.09,3.14,3.12,3.02,2.91
IMAGE,SSP2-Ref-SPA0-V17,MEX,Emissions|CH4,Mt CH4/yr,6.16,6.26,6.38,6.68,6.94,6.71,5.99,5.93,5.59,5.08,4.90
IMAGE,SSP2-Ref-SPA0-V17,MEX,Emissions|CH4|Energy Demand|Industry,Mt CH4/yr,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01
IMAGE,SSP2-Ref-SPA0-V17,MEX,Emissions|CH4|Energy Demand|Residential and Commercial,Mt CH4/yr,0.09,0.08,0.07,0.05,0.04,0.03,0.02,0.02,0.01,0.01,0.01
IMAGE,SSP2-Ref-SPA0-V17,MEX,Emissions|CH4|Energy Demand|Transportation,Mt CH4/yr,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01
IMAGE,SSP2-Ref-SPA0-V17,MEX,Emissions|CH4|Energy Demand|Transportation|Ground Transportation,Mt CH4/yr,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01
IMAGE,SSP2-Ref-SPA0-V17,MEX,Emissions|CH4|Energy Supply,Mt CH4/yr,1.84,2.02,1.97,2.12,2.17,1.99,1.41,1.39,1.08,0.65,0.53
IMAGE,SSP2-Ref-SPA0-V17,MEX,Emissions|CH4|Energy Supply and Demand,Mt CH4/yr,1.94,2.11,2.07,2.20,2.24,2.05,1.46,1.43,1.11,0.69,0.55
IMAGE,SSP2-Ref-SPA0-V17,MEX,Emissions|CH4|Land Use,Mt CH4/yr,3.31,3.16,3.20,3.26,3.44,3.38,3.27,3.27,3.29,3.27,3.28
IMAGE,SSP2-Ref-SPA0-V17,MEX,Emissions|CH4|Land Use|Agricultural Waste Burning,Mt CH4/yr,0.03,0.03,0.04,0.04,0.04,0.05,0.05,0.04,0.04,0.04,0.04
IMAGE,SSP2-Ref-SPA0-V17,MEX,Emissions|CH4|Land Use|Agriculture,Mt CH4/yr,2.55,2.60,2.77,2.88,2.95,3.00,3.02,3.05,3.06,3.08,3.09
IMAGE,SSP2-Ref-SPA0-V17,MEX,Emissions|CH4|Land Use|Agriculture|AWM,Mt CH4/yr,0.24,0.24,0.27,0.29,0.30,0.32,0.33,0.33,0.34,0.35,0.35
IMAGE,SSP2-Ref-SPA0-V17,MEX,Emissions|CH4|Land Use|Agriculture|Enteric Fermentation,Mt CH4/yr,2.30,2.35,2.49,2.58,2.64,2.68,2.69,2.70,2.71,2.72,2.73
IMAGE,SSP2-Ref-SPA0-V17,MEX,Emissions|CH4|Land Use|Agriculture|Rice,Mt CH4/yr,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
IMAGE,SSP2-Ref-SPA0-V17,MEX,Emissions|CH4|Land Use|Forest Burning,Mt CH4/yr,0.47,0.27,0.14,0.10,0.24,0.15,0.02,0.01,0.03,0.01,0.01
IMAGE,SSP2-Ref-SPA0-V17,MEX,Emissions|CH4|Land Use|Savannah Burning,Mt CH4/yr,0.26,0.26,0.25,0.24,0.21,0.19,0.18,0.17,0.16,0.15,0.14
IMAGE,SSP2-Ref-SPA0-V17,MEX,Emissions|CH4|Other,Mt CH4/yr,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,MEX,Emissions|CH4|Waste,Mt CH4/yr,0.91,0.98,1.11,1.21,1.26,1.28,1.25,1.22,1.18,1.12,1.06
IMAGE,SSP2-Ref-SPA0-V17,NAF,Emissions|CH4,Mt CH4/yr,5.57,5.96,6.68,6.73,6.21,5.87,5.66,5.82,5.95,5.56,4.81
IMAGE,SSP2-Ref-SPA0-V17,NAF,Emissions|CH4|Energy Demand|Industry,Mt CH4/yr,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
IMAGE,SSP2-Ref-SPA0-V17,NAF,Emissions|CH4|Energy Demand|Residential and Commercial,Mt CH4/yr,0.12,0.09,0.07,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.02
IMAGE,SSP2-Ref-SPA0-V17,NAF,Emissions|CH4|Energy Demand|Transportation,Mt CH4/yr,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.04,0.04,0.04,0.04
IMAGE,SSP2-Ref-SPA0-V17,NAF,Emissions|CH4|Energy Demand|Transportation|Ground Transportation,Mt CH4/yr,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.04,0.04,0.04,0.04
IMAGE,SSP2-Ref-SPA0-V17,NAF,Emissions|CH4|Energy Supply,Mt CH4/yr,3.26,3.49,3.89,3.68,2.95,2.44,2.11,2.19,2.26,1.84,1.07
IMAGE,SSP2-Ref-SPA0-V17,NAF,Emissions|CH4|Energy Supply and Demand,Mt CH4/yr,3.39,3.59,3.98,3.74,3.00,2.50,2.17,2.25,2.33,1.91,1.13
IMAGE,SSP2-Ref-SPA0-V17,NAF,Emissions|CH4|Land Use,Mt CH4/yr,1.25,1.35,1.51,1.66,1.77,1.88,1.97,2.07,2.16,2.25,2.34
IMAGE,SSP2-Ref-SPA0-V17,NAF,Emissions|CH4|Land Use|Agricultural Waste Burning,Mt CH4/yr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,NAF,Emissions|CH4|Land Use|Agriculture,Mt CH4/yr,1.24,1.34,1.51,1.65,1.77,1.87,1.97,2.06,2.16,2.25,2.34
IMAGE,SSP2-Ref-SPA0-V17,NAF,Emissions|CH4|Land Use|Agriculture|AWM,Mt CH4/yr,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.06,0.06,0.07,0.07
IMAGE,SSP2-Ref-SPA0-V17,NAF,Emissions|CH4|Land Use|Agriculture|Enteric Fermentation,Mt CH4/yr,1.10,1.21,1.36,1.50,1.61,1.71,1.80,1.89,1.98,2.06,2.15
IMAGE,SSP2-Ref-SPA0-V17,NAF,Emissions|CH4|Land Use|Agriculture|Rice,Mt CH4/yr,0.10,0.10,0.10,0.10,0.11,0.11,0.11,0.11,0.11,0.12,0.12
IMAGE,SSP2-Ref-SPA0-V17,NAF,Emissions|CH4|Land Use|Forest Burning,Mt CH4/yr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,NAF,Emissions|CH4|Land Use|Savannah Burning,Mt CH4/yr,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,NAF,Emissions|CH4|Other,Mt CH4/yr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,NAF,Emissions|CH4|Waste,Mt CH4/yr,0.93,1.01,1.19,1.33,1.43,1.49,1.50,1.49,1.46,1.40,1.34
IMAGE,SSP2-Ref-SPA0-V17,OCE,Emissions|CH4,Mt CH4/yr,7.37,7.63,8.69,10,12,12,12,14,16,20,27
IMAGE,SSP2-Ref-SPA0-V17,OCE,Emissions|CH4|Energy Demand|Industry,Mt CH4/yr,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,OCE,Emissions|CH4|Energy Demand|Residential and Commercial,Mt CH4/yr,0.05,0.05,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,OCE,Emissions|CH4|Energy Demand|Transportation,Mt CH4/yr,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02
IMAGE,SSP2-Ref-SPA0-V17,OCE,Emissions|CH4|Energy Demand|Transportation|Ground Transportation,Mt CH4/yr,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02
IMAGE,SSP2-Ref-SPA0-V17,OCE,Emissions|CH4|Energy Supply,Mt CH4/yr,1.57,1.59,1.96,2.97,4.00,4.25,4.83,6.45,8.59,12,20
IMAGE,SSP2-Ref-SPA0-V17,OCE,Emissions|CH4|Energy Supply and Demand,Mt CH4/yr,1.64,1.65,2.00,3.00,4.02,4.27,4.85,6.48,8.62,12,20
IMAGE,SSP2-Ref-SPA0-V17,OCE,Emissions|CH4|Land Use,Mt CH4/yr,5.13,5.32,5.91,6.24,6.60,6.90,6.43,6.47,6.57,6.47,6.62
IMAGE,SSP2-Ref-SPA0-V17,OCE,Emissions|CH4|Land Use|Agricultural Waste Burning,Mt CH4/yr,0.03,0.04,0.04,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05
IMAGE,SSP2-Ref-SPA0-V17,OCE,Emissions|CH4|Land Use|Agriculture,Mt CH4/yr,4.31,4.52,5.06,5.46,5.66,5.86,5.91,5.97,6.03,6.08,6.13
IMAGE,SSP2-Ref-SPA0-V17,OCE,Emissions|CH4|Land Use|Agriculture|AWM,Mt CH4/yr,0.33,0.35,0.40,0.44,0.46,0.49,0.50,0.51,0.52,0.53,0.55
IMAGE,SSP2-Ref-SPA0-V17,OCE,Emissions|CH4|Land Use|Agriculture|Enteric Fermentation,Mt CH4/yr,3.96,4.14,4.63,5.00,5.17,5.34,5.38,5.43,5.47,5.52,5.56
IMAGE,SSP2-Ref-SPA0-V17,OCE,Emissions|CH4|Land Use|Agriculture|Rice,Mt CH4/yr,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
IMAGE,SSP2-Ref-SPA0-V17,OCE,Emissions|CH4|Land Use|Forest Burning,Mt CH4/yr,0.03,0.02,0.10,0.08,0.34,0.53,0.03,0.04,0.13,0.01,0.14
IMAGE,SSP2-Ref-SPA0-V17,OCE,Emissions|CH4|Land Use|Savannah Burning,Mt CH4/yr,0.76,0.75,0.71,0.66,0.54,0.46,0.43,0.41,0.36,0.33,0.29
IMAGE,SSP2-Ref-SPA0-V17,OCE,Emissions|CH4|Other,Mt CH4/yr,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,OCE,Emissions|CH4|Waste,Mt CH4/yr,0.60,0.66,0.77,0.86,0.91,0.95,0.96,0.95,0.93,0.87,0.81
IMAGE,SSP2-Ref-SPA0-V17,RCAM,Emissions|CH4,Mt CH4/yr,2.88,3.39,3.60,3.78,3.98,3.60,3.41,3.45,3.31,3.11,2.97
IMAGE,SSP2-Ref-SPA0-V17,RCAM,Emissions|CH4|Energy Demand|Industry,Mt CH4/yr,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
IMAGE,SSP2-Ref-SPA0-V17,RCAM,Emissions|CH4|Energy Demand|Residential and Commercial,Mt CH4/yr,0.16,0.17,0.16,0.15,0.11,0.07,0.05,0.04,0.03,0.03,0.02
IMAGE,SSP2-Ref-SPA0-V17,RCAM,Emissions|CH4|Energy Demand|Transportation,Mt CH4/yr,0.00,0.00,0.01,0.02,0.04,0.04,0.03,0.06,0.07,0.06,0.05
IMAGE,SSP2-Ref-SPA0-V17,RCAM,Emissions|CH4|Energy Demand|Transportation|Ground Transportation,Mt CH4/yr,0.00,0.00,0.01,0.02,0.04,0.04,0.03,0.06,0.07,0.06,0.05
IMAGE,SSP2-Ref-SPA0-V17,RCAM,Emissions|CH4|Energy Supply,Mt CH4/yr,0.43,0.56,0.82,0.86,1.06,0.70,0.57,0.62,0.50,0.36,0.28
IMAGE,SSP2-Ref-SPA0-V17,RCAM,Emissions|CH4|Energy Supply and Demand,Mt CH4/yr,0.60,0.74,1.01,1.05,1.23,0.84,0.67,0.73,0.62,0.46,0.36
IMAGE,SSP2-Ref-SPA0-V17,RCAM,Emissions|CH4|Land Use,Mt CH4/yr,1.60,1.92,1.75,1.82,1.78,1.77,1.75,1.75,1.76,1.76,1.77
IMAGE,SSP2-Ref-SPA0-V17,RCAM,Emissions|CH4|Land Use|Agricultural Waste Burning,Mt CH4/yr,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
IMAGE,SSP2-Ref-SPA0-V17,RCAM,Emissions|CH4|Land Use|Agriculture,Mt CH4/yr,1.31,1.36,1.49,1.59,1.63,1.67,1.68,1.68,1.69,1.69,1.69
IMAGE,SSP2-Ref-SPA0-V17,RCAM,Emissions|CH4|Land Use|Agriculture|AWM,Mt CH4/yr,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
IMAGE,SSP2-Ref-SPA0-V17,RCAM,Emissions|CH4|Land Use|Agriculture|Enteric Fermentation,Mt CH4/yr,1.16,1.20,1.32,1.41,1.45,1.49,1.50,1.50,1.51,1.51,1.52
IMAGE,SSP2-Ref-SPA0-V17,RCAM,Emissions|CH4|Land Use|Agriculture|Rice,Mt CH4/yr,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13
IMAGE,SSP2-Ref-SPA0-V17,RCAM,Emissions|CH4|Land Use|Forest Burning,Mt CH4/yr,0.24,0.51,0.22,0.18,0.10,0.04,0.02,0.02,0.03,0.03,0.03
IMAGE,SSP2-Ref-SPA0-V17,RCAM,Emissions|CH4|Land Use|Savannah Burning,Mt CH4/yr,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01
IMAGE,SSP2-Ref-SPA0-V17,RCAM,Emissions|CH4|Other,Mt CH4/yr,0.00,0.00,0.01,0.02,0.01,0.01,0.01,0.00,0.00,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,RCAM,Emissions|CH4|Waste,Mt CH4/yr,0.66,0.72,0.82,0.89,0.93,0.94,0.93,0.90,0.87,0.82,0.77
IMAGE,SSP2-Ref-SPA0-V17,RSAF,Emissions|CH4,Mt CH4/yr,5.47,5.32,7.37,7.29,9.52,7.73,6.57,7.58,6.74,6.54,6.36
IMAGE,SSP2-Ref-SPA0-V17,RSAF,Emissions|CH4|Energy Demand|Industry,Mt CH4/yr,0.00,0.00,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.03,0.02
IMAGE,SSP2-Ref-SPA0-V17,RSAF,Emissions|CH4|Energy Demand|Residential and Commercial,Mt CH4/yr,0.49,0.56,0.54,0.47,0.41,0.35,0.33,0.27,0.19,0.15,0.11
IMAGE,SSP2-Ref-SPA0-V17,RSAF,Emissions|CH4|Energy Demand|Transportation,Mt CH4/yr,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.03,0.05,0.04,0.04
IMAGE,SSP2-Ref-SPA0-V17,RSAF,Emissions|CH4|Energy Demand|Transportation|Ground Transportation,Mt CH4/yr,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.03,0.05,0.04,0.04
IMAGE,SSP2-Ref-SPA0-V17,RSAF,Emissions|CH4|Energy Supply,Mt CH4/yr,0.19,0.11,0.29,0.16,0.20,0.40,1.10,2.20,1.10,0.86,0.64
IMAGE,SSP2-Ref-SPA0-V17,RSAF,Emissions|CH4|Energy Supply and Demand,Mt CH4/yr,0.70,0.69,0.85,0.65,0.63,0.79,1.47,2.54,1.37,1.08,0.81
IMAGE,SSP2-Ref-SPA0-V17,RSAF,Emissions|CH4|Land Use,Mt CH4/yr,4.15,3.92,5.59,5.48,7.51,5.36,3.35,3.15,3.36,3.40,3.45
IMAGE,SSP2-Ref-SPA0-V17,RSAF,Emissions|CH4|Land Use|Agricultural Waste Burning,Mt CH4/yr,0.01,0.01,0.02,0.03,0.06,0.06,0.05,0.05,0.05,0.05,0.04
IMAGE,SSP2-Ref-SPA0-V17,RSAF,Emissions|CH4|Land Use|Agriculture,Mt CH4/yr,1.64,1.74,2.09,2.39,2.51,2.43,2.34,2.37,2.50,2.66,2.81
IMAGE,SSP2-Ref-SPA0-V17,RSAF,Emissions|CH4|Land Use|Agriculture|AWM,Mt CH4/yr,0.04,0.04,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
IMAGE,SSP2-Ref-SPA0-V17,RSAF,Emissions|CH4|Land Use|Agriculture|Enteric Fermentation,Mt CH4/yr,1.48,1.58,1.92,2.20,2.31,2.23,2.14,2.16,2.29,2.44,2.58
IMAGE,SSP2-Ref-SPA0-V17,RSAF,Emissions|CH4|Land Use|Agriculture|Rice,Mt CH4/yr,0.12,0.12,0.13,0.13,0.14,0.14,0.15,0.15,0.16,0.16,0.16
IMAGE,SSP2-Ref-SPA0-V17,RSAF,Emissions|CH4|Land Use|Forest Burning,Mt CH4/yr,1.07,0.79,2.23,2.00,4.12,2.18,0.25,0.06,0.22,0.17,0.12
IMAGE,SSP2-Ref-SPA0-V17,RSAF,Emissions|CH4|Land Use|Savannah Burning,Mt CH4/yr,1.43,1.36,1.24,1.06,0.82,0.69,0.69,0.67,0.59,0.53,0.49
IMAGE,SSP2-Ref-SPA0-V17,RSAF,Emissions|CH4|Other,Mt CH4/yr,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,RSAF,Emissions|CH4|Waste,Mt CH4/yr,0.62,0.72,0.93,1.16,1.38,1.58,1.75,1.89,1.99,2.05,2.07
IMAGE,SSP2-Ref-SPA0-V17,RSAM,Emissions|CH4,Mt CH4/yr,15,16,20,22,24,26,26,25,27,30,24
IMAGE,SSP2-Ref-SPA0-V17,RSAM,Emissions|CH4|Energy Demand|Industry,Mt CH4/yr,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
IMAGE,SSP2-Ref-SPA0-V17,RSAM,Emissions|CH4|Energy Demand|Residential and Commercial,Mt CH4/yr,0.15,0.17,0.17,0.12,0.08,0.05,0.04,0.04,0.04,0.03,0.03
IMAGE,SSP2-Ref-SPA0-V17,RSAM,Emissions|CH4|Energy Demand|Transportation,Mt CH4/yr,0.01,0.01,0.02,0.03,0.13,0.16,0.18,0.19,0.22,0.22,0.16
IMAGE,SSP2-Ref-SPA0-V17,RSAM,Emissions|CH4|Energy Demand|Transportation|Ground Transportation,Mt CH4/yr,0.01,0.01,0.02,0.03,0.13,0.16,0.18,0.19,0.22,0.22,0.16
IMAGE,SSP2-Ref-SPA0-V17,RSAM,Emissions|CH4|Energy Supply,Mt CH4/yr,2.71,2.84,4.62,5.95,6.95,7.75,8.69,7.74,9.56,12,6.65
IMAGE,SSP2-Ref-SPA0-V17,RSAM,Emissions|CH4|Energy Supply and Demand,Mt CH4/yr,2.90,3.05,4.85,6.16,7.21,8.00,8.95,8.00,9.85,12,6.86
IMAGE,SSP2-Ref-SPA0-V17,RSAM,Emissions|CH4|Land Use,Mt CH4/yr,10,12,13,14,15,16,15,15,16,16,16
IMAGE,SSP2-Ref-SPA0-V17,RSAM,Emissions|CH4|Land Use|Agricultural Waste Burning,Mt CH4/yr,0.09,0.10,0.13,0.15,0.17,0.18,0.18,0.17,0.16,0.15,0.14
IMAGE,SSP2-Ref-SPA0-V17,RSAM,Emissions|CH4|Land Use|Agriculture,Mt CH4/yr,8.96,9.74,11,12,13,14,14,14,15,15,15
IMAGE,SSP2-Ref-SPA0-V17,RSAM,Emissions|CH4|Land Use|Agriculture|AWM,Mt CH4/yr,0.20,0.22,0.25,0.28,0.29,0.30,0.31,0.32,0.32,0.33,0.34
IMAGE,SSP2-Ref-SPA0-V17,RSAM,Emissions|CH4|Land Use|Agriculture|Enteric Fermentation,Mt CH4/yr,8.30,9.06,11,12,12,13,13,14,14,14,15
IMAGE,SSP2-Ref-SPA0-V17,RSAM,Emissions|CH4|Land Use|Agriculture|Rice,Mt CH4/yr,0.46,0.46,0.47,0.48,0.49,0.50,0.49,0.48,0.46,0.45,0.45
IMAGE,SSP2-Ref-SPA0-V17,RSAM,Emissions|CH4|Land Use|Forest Burning,Mt CH4/yr,0.75,1.19,1.20,1.20,1.09,1.92,0.08,0.09,0.32,0.20,0.17
IMAGE,SSP2-Ref-SPA0-V17,RSAM,Emissions|CH4|Land Use|Savannah Burning,Mt CH4/yr,0.69,0.66,0.63,0.60,0.53,0.44,0.42,0.39,0.35,0.32,0.30
IMAGE,SSP2-Ref-SPA0-V17,RSAM,Emissions|CH4|Other,Mt CH4/yr,0.02,0.02,0.02,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.00
IMAGE,SSP2-Ref-SPA0-V17,RSAM,Emissions|CH4|Waste,Mt CH4/yr,1.42,1.53,1.72,1.86,1.94,1.96,1.94,1.89,1.82,1.72,1.62
IMAGE,SSP2-Ref-SPA0-V17,RSAS,Emissions|CH4,Mt CH4/yr,13,14,15,16,16,18,17,17,17,16,16
IMAGE,SSP2-Ref-SPA0-V17,RSAS,Emissions|CH4|Energy Demand|Industry,Mt CH4/yr,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.04,0.05,0.05,0.04
IMAGE,SSP2-Ref-SPA0-V17,RSAS,Emissions|CH4|Energy Demand|Residential and Commercial,Mt CH4/yr,0.38,0.42,0.54,0.54,0.43,0.31,0.21,0.13,0.10,0.08,0.07
IMAGE,SSP2-Ref-SPA0-V17,RSAS,Emissions|CH4|Energy Demand|Transportation,Mt CH4/yr,0.01,0.01,0.01,0.02,0.02,0.03,0.04,0.05,0.07,0.08,0.09
