Model,Scenario,Region,Variable,Unit,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
IMAGE,SSP2-Ref-SPA0-V17,RSAS,Emissions|CH4|Energy Demand|Transportation|Ground Transportation,Mt CH4/yr,0.01,0.01,0.01,0.02,0.02,0.03,0.04,0.05,0.07,0.08,0.09
IMAGE,SSP2-Ref-SPA0-V17,RSAS,Emissions|CH4|Energy Supply,Mt CH4/yr,0.73,0.77,0.94,1.11,1.30,2.09,2.18,2.08,1.67,1.62,1.72
IMAGE,SSP2-Ref-SPA0-V17,RSAS,Emissions|CH4|Energy Supply and Demand,Mt CH4/yr,1.13,1.21,1.50,1.68,1.78,2.46,2.46,2.30,1.88,1.83,1.93
IMAGE,SSP2-Ref-SPA0-V17,RSAS,Emissions|CH4|Land Use,Mt CH4/yr,9.53,10,11,11,11,11,11,11,10,10,10
IMAGE,SSP2-Ref-SPA0-V17,RSAS,Emissions|CH4|Land Use|Agricultural Waste Burning,Mt CH4/yr,0.03,0.04,0.05,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05
IMAGE,SSP2-Ref-SPA0-V17,RSAS,Emissions|CH4|Land Use|Agriculture,Mt CH4/yr,9.36,10,11,11,11,11,11,10,10,10,10
IMAGE,SSP2-Ref-SPA0-V17,RSAS,Emissions|CH4|Land Use|Agriculture|AWM,Mt CH4/yr,0.36,0.39,0.40,0.39,0.37,0.35,0.34,0.33,0.32,0.31,0.31
IMAGE,SSP2-Ref-SPA0-V17,RSAS,Emissions|CH4|Land Use|Agriculture|Enteric Fermentation,Mt CH4/yr,5.55,6.15,6.63,6.75,6.55,6.41,6.25,6.15,6.08,6.01,5.95
IMAGE,SSP2-Ref-SPA0-V17,RSAS,Emissions|CH4|Land Use|Agriculture|Rice,Mt CH4/yr,3.46,3.71,3.87,3.87,3.99,4.15,4.08,4.01,4.00,3.93,3.97
IMAGE,SSP2-Ref-SPA0-V17,RSAS,Emissions|CH4|Land Use|Forest Burning,Mt CH4/yr,0.10,0.02,0.04,0.02,0.05,0.05,0.09,0.02,0.03,0.03,0.03
IMAGE,SSP2-Ref-SPA0-V17,RSAS,Emissions|CH4|Land Use|Savannah Burning,Mt CH4/yr,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
IMAGE,SSP2-Ref-SPA0-V17,RSAS,Emissions|CH4|Other,Mt CH4/yr,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,RSAS,Emissions|CH4|Waste,Mt CH4/yr,2.06,2.25,2.75,3.23,3.64,3.97,4.18,4.29,4.32,4.26,4.15
IMAGE,SSP2-Ref-SPA0-V17,RUS,Emissions|CH4,Mt CH4/yr,19,19,19,21,23,25,23,18,16,15,14
IMAGE,SSP2-Ref-SPA0-V17,RUS,Emissions|CH4|Energy Demand|Industry,Mt CH4/yr,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
IMAGE,SSP2-Ref-SPA0-V17,RUS,Emissions|CH4|Energy Demand|Residential and Commercial,Mt CH4/yr,0.17,0.16,0.13,0.09,0.08,0.07,0.06,0.05,0.04,0.03,0.02
IMAGE,SSP2-Ref-SPA0-V17,RUS,Emissions|CH4|Energy Demand|Transportation,Mt CH4/yr,0.03,0.03,0.03,0.05,0.15,0.18,0.20,0.22,0.24,0.23,0.23
IMAGE,SSP2-Ref-SPA0-V17,RUS,Emissions|CH4|Energy Demand|Transportation|Ground Transportation,Mt CH4/yr,0.03,0.03,0.03,0.05,0.15,0.18,0.20,0.22,0.24,0.23,0.23
IMAGE,SSP2-Ref-SPA0-V17,RUS,Emissions|CH4|Energy Supply,Mt CH4/yr,14,14,14,15,18,20,17,13,11,10,9.49
IMAGE,SSP2-Ref-SPA0-V17,RUS,Emissions|CH4|Energy Supply and Demand,Mt CH4/yr,14,14,14,16,18,20,18,13,11,10,9.75
IMAGE,SSP2-Ref-SPA0-V17,RUS,Emissions|CH4|Land Use,Mt CH4/yr,2.36,2.35,2.56,2.67,2.73,2.77,2.81,2.86,2.90,2.94,2.98
IMAGE,SSP2-Ref-SPA0-V17,RUS,Emissions|CH4|Land Use|Agricultural Waste Burning,Mt CH4/yr,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
IMAGE,SSP2-Ref-SPA0-V17,RUS,Emissions|CH4|Land Use|Agriculture,Mt CH4/yr,2.33,2.32,2.52,2.63,2.68,2.73,2.77,2.81,2.86,2.90,2.94
IMAGE,SSP2-Ref-SPA0-V17,RUS,Emissions|CH4|Land Use|Agriculture|AWM,Mt CH4/yr,0.40,0.40,0.43,0.45,0.46,0.46,0.47,0.47,0.48,0.48,0.49
IMAGE,SSP2-Ref-SPA0-V17,RUS,Emissions|CH4|Land Use|Agriculture|Enteric Fermentation,Mt CH4/yr,1.89,1.89,2.06,2.15,2.19,2.24,2.27,2.31,2.35,2.38,2.42
IMAGE,SSP2-Ref-SPA0-V17,RUS,Emissions|CH4|Land Use|Agriculture|Rice,Mt CH4/yr,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
IMAGE,SSP2-Ref-SPA0-V17,RUS,Emissions|CH4|Land Use|Forest Burning,Mt CH4/yr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,RUS,Emissions|CH4|Land Use|Savannah Burning,Mt CH4/yr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,RUS,Emissions|CH4|Other,Mt CH4/yr,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,RUS,Emissions|CH4|Waste,Mt CH4/yr,2.27,2.27,2.37,2.36,2.30,2.22,2.11,1.99,1.86,1.70,1.55
IMAGE,SSP2-Ref-SPA0-V17,SAF,Emissions|CH4,Mt CH4/yr,2.82,3.10,4.81,6.94,9.18,12,14,17,22,30,46
IMAGE,SSP2-Ref-SPA0-V17,SAF,Emissions|CH4|Energy Demand|Industry,Mt CH4/yr,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,SAF,Emissions|CH4|Energy Demand|Residential and Commercial,Mt CH4/yr,0.12,0.13,0.11,0.10,0.09,0.07,0.06,0.05,0.05,0.04,0.03
IMAGE,SSP2-Ref-SPA0-V17,SAF,Emissions|CH4|Energy Demand|Transportation,Mt CH4/yr,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01
IMAGE,SSP2-Ref-SPA0-V17,SAF,Emissions|CH4|Energy Demand|Transportation|Ground Transportation,Mt CH4/yr,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01
IMAGE,SSP2-Ref-SPA0-V17,SAF,Emissions|CH4|Energy Supply,Mt CH4/yr,1.24,1.46,2.80,4.94,7.08,9.35,12,15,19,27,43
IMAGE,SSP2-Ref-SPA0-V17,SAF,Emissions|CH4|Energy Supply and Demand,Mt CH4/yr,1.37,1.59,2.94,5.07,7.18,9.44,12,15,20,27,43
IMAGE,SSP2-Ref-SPA0-V17,SAF,Emissions|CH4|Land Use,Mt CH4/yr,0.98,1.00,1.29,1.24,1.34,1.47,1.61,1.75,1.89,2.02,2.15
IMAGE,SSP2-Ref-SPA0-V17,SAF,Emissions|CH4|Land Use|Agricultural Waste Burning,Mt CH4/yr,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,SAF,Emissions|CH4|Land Use|Agriculture,Mt CH4/yr,0.89,0.93,1.03,1.17,1.30,1.44,1.58,1.72,1.86,2.00,2.13
IMAGE,SSP2-Ref-SPA0-V17,SAF,Emissions|CH4|Land Use|Agriculture|AWM,Mt CH4/yr,0.02,0.02,0.02,0.03,0.03,0.04,0.04,0.04,0.04,0.05,0.05
IMAGE,SSP2-Ref-SPA0-V17,SAF,Emissions|CH4|Land Use|Agriculture|Enteric Fermentation,Mt CH4/yr,0.87,0.90,1.01,1.14,1.27,1.40,1.54,1.68,1.82,1.95,2.08
IMAGE,SSP2-Ref-SPA0-V17,SAF,Emissions|CH4|Land Use|Agriculture|Rice,Mt CH4/yr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,SAF,Emissions|CH4|Land Use|Forest Burning,Mt CH4/yr,0.02,0.00,0.21,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,SAF,Emissions|CH4|Land Use|Savannah Burning,Mt CH4/yr,0.07,0.07,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02
IMAGE,SSP2-Ref-SPA0-V17,SAF,Emissions|CH4|Other,Mt CH4/yr,0.00,0.00,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,SAF,Emissions|CH4|Waste,Mt CH4/yr,0.47,0.50,0.58,0.63,0.66,0.67,0.66,0.65,0.62,0.57,0.53
IMAGE,SSP2-Ref-SPA0-V17,SEAS,Emissions|CH4,Mt CH4/yr,17,19,21,23,23,22,22,21,21,20,20
IMAGE,SSP2-Ref-SPA0-V17,SEAS,Emissions|CH4|Energy Demand|Industry,Mt CH4/yr,0.01,0.01,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.02,0.02
IMAGE,SSP2-Ref-SPA0-V17,SEAS,Emissions|CH4|Energy Demand|Residential and Commercial,Mt CH4/yr,0.76,0.76,0.65,0.39,0.25,0.15,0.10,0.08,0.07,0.05,0.05
IMAGE,SSP2-Ref-SPA0-V17,SEAS,Emissions|CH4|Energy Demand|Transportation,Mt CH4/yr,0.02,0.02,0.03,0.05,0.08,0.10,0.11,0.15,0.20,0.16,0.13
IMAGE,SSP2-Ref-SPA0-V17,SEAS,Emissions|CH4|Energy Demand|Transportation|Ground Transportation,Mt CH4/yr,0.02,0.02,0.03,0.05,0.08,0.10,0.11,0.15,0.20,0.16,0.13
IMAGE,SSP2-Ref-SPA0-V17,SEAS,Emissions|CH4|Energy Supply,Mt CH4/yr,2.92,3.23,4.28,5.19,4.06,4.01,4.10,3.67,3.00,2.41,2.01
IMAGE,SSP2-Ref-SPA0-V17,SEAS,Emissions|CH4|Energy Supply and Demand,Mt CH4/yr,3.72,4.03,5.02,5.72,4.45,4.30,4.35,3.92,3.29,2.65,2.20
IMAGE,SSP2-Ref-SPA0-V17,SEAS,Emissions|CH4|Land Use,Mt CH4/yr,11,12,13,14,15,14,14,14,15,14,14
IMAGE,SSP2-Ref-SPA0-V17,SEAS,Emissions|CH4|Land Use|Agricultural Waste Burning,Mt CH4/yr,0.34,0.38,0.47,0.56,0.61,0.62,0.59,0.56,0.55,0.52,0.50
IMAGE,SSP2-Ref-SPA0-V17,SEAS,Emissions|CH4|Land Use|Agriculture,Mt CH4/yr,9.61,10,11,12,12,12,13,13,13,13,13
IMAGE,SSP2-Ref-SPA0-V17,SEAS,Emissions|CH4|Land Use|Agriculture|AWM,Mt CH4/yr,0.43,0.48,0.56,0.62,0.64,0.66,0.66,0.65,0.65,0.65,0.64
IMAGE,SSP2-Ref-SPA0-V17,SEAS,Emissions|CH4|Land Use|Agriculture|Enteric Fermentation,Mt CH4/yr,2.05,2.27,2.60,2.89,2.97,3.05,3.08,3.11,3.14,3.16,3.19
IMAGE,SSP2-Ref-SPA0-V17,SEAS,Emissions|CH4|Land Use|Agriculture|Rice,Mt CH4/yr,7.12,7.34,7.92,8.30,8.46,8.60,8.80,9.00,9.19,9.38,9.55
IMAGE,SSP2-Ref-SPA0-V17,SEAS,Emissions|CH4|Land Use|Forest Burning,Mt CH4/yr,0.69,1.04,0.95,1.26,1.70,0.67,0.33,0.36,0.96,0.14,0.27
IMAGE,SSP2-Ref-SPA0-V17,SEAS,Emissions|CH4|Land Use|Savannah Burning,Mt CH4/yr,0.44,0.43,0.40,0.34,0.28,0.26,0.25,0.23,0.21,0.19,0.17
IMAGE,SSP2-Ref-SPA0-V17,SEAS,Emissions|CH4|Other,Mt CH4/yr,0.00,0.01,0.04,0.07,0.04,0.01,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,SEAS,Emissions|CH4|Waste,Mt CH4/yr,2.40,2.60,2.98,3.29,3.51,3.62,3.62,3.56,3.43,3.25,3.06
IMAGE,SSP2-Ref-SPA0-V17,STAN,Emissions|CH4,Mt CH4/yr,5.77,6.54,8.71,11,13,13,12,11,11,11,11
IMAGE,SSP2-Ref-SPA0-V17,STAN,Emissions|CH4|Energy Demand|Industry,Mt CH4/yr,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,STAN,Emissions|CH4|Energy Demand|Residential and Commercial,Mt CH4/yr,0.06,0.08,0.08,0.05,0.04,0.03,0.03,0.02,0.02,0.01,0.01
IMAGE,SSP2-Ref-SPA0-V17,STAN,Emissions|CH4|Energy Demand|Transportation,Mt CH4/yr,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0.02,0.02
IMAGE,SSP2-Ref-SPA0-V17,STAN,Emissions|CH4|Energy Demand|Transportation|Ground Transportation,Mt CH4/yr,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0.02,0.02
IMAGE,SSP2-Ref-SPA0-V17,STAN,Emissions|CH4|Energy Supply,Mt CH4/yr,3.82,4.38,6.16,7.96,10,9.94,9.19,8.45,8.59,8.74,8.79
IMAGE,SSP2-Ref-SPA0-V17,STAN,Emissions|CH4|Energy Supply and Demand,Mt CH4/yr,3.89,4.48,6.27,8.04,10,10.00,9.24,8.50,8.64,8.78,8.82
IMAGE,SSP2-Ref-SPA0-V17,STAN,Emissions|CH4|Land Use,Mt CH4/yr,1.39,1.54,1.83,1.95,1.95,1.95,1.96,1.96,1.97,1.97,1.98
IMAGE,SSP2-Ref-SPA0-V17,STAN,Emissions|CH4|Land Use|Agricultural Waste Burning,Mt CH4/yr,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
IMAGE,SSP2-Ref-SPA0-V17,STAN,Emissions|CH4|Land Use|Agriculture,Mt CH4/yr,1.39,1.53,1.82,1.94,1.94,1.94,1.95,1.95,1.96,1.96,1.97
IMAGE,SSP2-Ref-SPA0-V17,STAN,Emissions|CH4|Land Use|Agriculture|AWM,Mt CH4/yr,0.12,0.14,0.18,0.21,0.21,0.22,0.22,0.23,0.23,0.24,0.24
IMAGE,SSP2-Ref-SPA0-V17,STAN,Emissions|CH4|Land Use|Agriculture|Enteric Fermentation,Mt CH4/yr,1.23,1.35,1.60,1.69,1.68,1.68,1.68,1.68,1.68,1.68,1.69
IMAGE,SSP2-Ref-SPA0-V17,STAN,Emissions|CH4|Land Use|Agriculture|Rice,Mt CH4/yr,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
IMAGE,SSP2-Ref-SPA0-V17,STAN,Emissions|CH4|Land Use|Forest Burning,Mt CH4/yr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,STAN,Emissions|CH4|Land Use|Savannah Burning,Mt CH4/yr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,STAN,Emissions|CH4|Other,Mt CH4/yr,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,STAN,Emissions|CH4|Waste,Mt CH4/yr,0.49,0.52,0.60,0.66,0.70,0.72,0.71,0.69,0.66,0.62,0.58
IMAGE,SSP2-Ref-SPA0-V17,TUR,Emissions|CH4,Mt CH4/yr,3.43,3.65,4.14,4.49,4.63,4.99,5.00,4.63,4.46,4.31,4.23
IMAGE,SSP2-Ref-SPA0-V17,TUR,Emissions|CH4|Energy Demand|Industry,Mt CH4/yr,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,TUR,Emissions|CH4|Energy Demand|Residential and Commercial,Mt CH4/yr,0.19,0.17,0.14,0.10,0.08,0.06,0.05,0.04,0.03,0.02,0.02
IMAGE,SSP2-Ref-SPA0-V17,TUR,Emissions|CH4|Energy Demand|Transportation,Mt CH4/yr,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02
IMAGE,SSP2-Ref-SPA0-V17,TUR,Emissions|CH4|Energy Demand|Transportation|Ground Transportation,Mt CH4/yr,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02
IMAGE,SSP2-Ref-SPA0-V17,TUR,Emissions|CH4|Energy Supply,Mt CH4/yr,0.39,0.44,0.56,0.64,0.65,0.92,0.95,0.65,0.58,0.57,0.62
IMAGE,SSP2-Ref-SPA0-V17,TUR,Emissions|CH4|Energy Supply and Demand,Mt CH4/yr,0.59,0.63,0.72,0.77,0.75,1.00,1.04,0.72,0.63,0.62,0.66
IMAGE,SSP2-Ref-SPA0-V17,TUR,Emissions|CH4|Land Use,Mt CH4/yr,1.30,1.36,1.52,1.65,1.73,1.81,1.83,1.85,1.88,1.90,1.92
IMAGE,SSP2-Ref-SPA0-V17,TUR,Emissions|CH4|Land Use|Agricultural Waste Burning,Mt CH4/yr,0.03,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04
IMAGE,SSP2-Ref-SPA0-V17,TUR,Emissions|CH4|Land Use|Agriculture,Mt CH4/yr,1.25,1.31,1.46,1.58,1.66,1.74,1.77,1.79,1.82,1.84,1.86
IMAGE,SSP2-Ref-SPA0-V17,TUR,Emissions|CH4|Land Use|Agriculture|AWM,Mt CH4/yr,0.25,0.26,0.29,0.32,0.33,0.35,0.35,0.36,0.36,0.37,0.37
IMAGE,SSP2-Ref-SPA0-V17,TUR,Emissions|CH4|Land Use|Agriculture|Enteric Fermentation,Mt CH4/yr,0.97,1.02,1.14,1.25,1.31,1.37,1.39,1.41,1.43,1.45,1.47
IMAGE,SSP2-Ref-SPA0-V17,TUR,Emissions|CH4|Land Use|Agriculture|Rice,Mt CH4/yr,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
IMAGE,SSP2-Ref-SPA0-V17,TUR,Emissions|CH4|Land Use|Forest Burning,Mt CH4/yr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,TUR,Emissions|CH4|Land Use|Savannah Burning,Mt CH4/yr,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01
IMAGE,SSP2-Ref-SPA0-V17,TUR,Emissions|CH4|Other,Mt CH4/yr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,TUR,Emissions|CH4|Waste,Mt CH4/yr,1.53,1.65,1.90,2.07,2.15,2.18,2.13,2.05,1.95,1.79,1.66
IMAGE,SSP2-Ref-SPA0-V17,UKR,Emissions|CH4,Mt CH4/yr,4.01,3.55,3.38,3.43,3.27,3.28,3.33,3.91,4.73,5.91,7.41
IMAGE,SSP2-Ref-SPA0-V17,UKR,Emissions|CH4|Energy Demand|Industry,Mt CH4/yr,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,UKR,Emissions|CH4|Energy Demand|Residential and Commercial,Mt CH4/yr,0.11,0.06,0.04,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01
IMAGE,SSP2-Ref-SPA0-V17,UKR,Emissions|CH4|Energy Demand|Transportation,Mt CH4/yr,0.00,0.00,0.00,0.01,0.01,0.02,0.02,0.03,0.03,0.03,0.03
IMAGE,SSP2-Ref-SPA0-V17,UKR,Emissions|CH4|Energy Demand|Transportation|Ground Transportation,Mt CH4/yr,0.00,0.00,0.00,0.01,0.01,0.02,0.02,0.03,0.03,0.03,0.03
IMAGE,SSP2-Ref-SPA0-V17,UKR,Emissions|CH4|Energy Supply,Mt CH4/yr,2.23,1.87,1.73,1.78,1.65,1.69,1.79,2.40,3.25,4.48,6.01
IMAGE,SSP2-Ref-SPA0-V17,UKR,Emissions|CH4|Energy Supply and Demand,Mt CH4/yr,2.36,1.95,1.79,1.85,1.72,1.74,1.83,2.44,3.29,4.52,6.05
IMAGE,SSP2-Ref-SPA0-V17,UKR,Emissions|CH4|Land Use,Mt CH4/yr,0.95,0.92,0.91,0.92,0.93,0.94,0.95,0.96,0.96,0.97,0.98
IMAGE,SSP2-Ref-SPA0-V17,UKR,Emissions|CH4|Land Use|Agricultural Waste Burning,Mt CH4/yr,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01
IMAGE,SSP2-Ref-SPA0-V17,UKR,Emissions|CH4|Land Use|Agriculture,Mt CH4/yr,0.94,0.91,0.90,0.90,0.92,0.93,0.93,0.94,0.95,0.96,0.96
IMAGE,SSP2-Ref-SPA0-V17,UKR,Emissions|CH4|Land Use|Agriculture|AWM,Mt CH4/yr,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
IMAGE,SSP2-Ref-SPA0-V17,UKR,Emissions|CH4|Land Use|Agriculture|Enteric Fermentation,Mt CH4/yr,0.74,0.72,0.71,0.72,0.73,0.74,0.75,0.76,0.76,0.77,0.78
IMAGE,SSP2-Ref-SPA0-V17,UKR,Emissions|CH4|Land Use|Agriculture|Rice,Mt CH4/yr,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01
IMAGE,SSP2-Ref-SPA0-V17,UKR,Emissions|CH4|Land Use|Forest Burning,Mt CH4/yr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,UKR,Emissions|CH4|Land Use|Savannah Burning,Mt CH4/yr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,UKR,Emissions|CH4|Other,Mt CH4/yr,0.00,0.01,0.01,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,UKR,Emissions|CH4|Waste,Mt CH4/yr,0.69,0.68,0.67,0.65,0.61,0.58,0.55,0.51,0.47,0.42,0.38
IMAGE,SSP2-Ref-SPA0-V17,USA,Emissions|CH4,Mt CH4/yr,28,28,30,31,33,32,34,36,39,43,51
IMAGE,SSP2-Ref-SPA0-V17,USA,Emissions|CH4|Energy Demand|Industry,Mt CH4/yr,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.03,0.02,0.02
IMAGE,SSP2-Ref-SPA0-V17,USA,Emissions|CH4|Energy Demand|Residential and Commercial,Mt CH4/yr,0.15,0.13,0.16,0.17,0.15,0.12,0.09,0.07,0.07,0.07,0.06
IMAGE,SSP2-Ref-SPA0-V17,USA,Emissions|CH4|Energy Demand|Transportation,Mt CH4/yr,0.07,0.06,0.06,0.06,0.07,0.06,0.06,0.07,0.06,0.05,0.05
IMAGE,SSP2-Ref-SPA0-V17,USA,Emissions|CH4|Energy Demand|Transportation|Ground Transportation,Mt CH4/yr,0.07,0.06,0.06,0.06,0.07,0.06,0.06,0.07,0.06,0.05,0.05
IMAGE,SSP2-Ref-SPA0-V17,USA,Emissions|CH4|Energy Supply,Mt CH4/yr,12,11,12,13,14,13,15,17,21,25,33
IMAGE,SSP2-Ref-SPA0-V17,USA,Emissions|CH4|Energy Supply and Demand,Mt CH4/yr,12,12,12,13,15,14,15,18,21,25,33
IMAGE,SSP2-Ref-SPA0-V17,USA,Emissions|CH4|Land Use,Mt CH4/yr,10,11,11,11,11,11,11,11,11,11,11
IMAGE,SSP2-Ref-SPA0-V17,USA,Emissions|CH4|Land Use|Agricultural Waste Burning,Mt CH4/yr,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03
IMAGE,SSP2-Ref-SPA0-V17,USA,Emissions|CH4|Land Use|Agriculture,Mt CH4/yr,10,10,11,11,11,11,11,11,11,11,11
IMAGE,SSP2-Ref-SPA0-V17,USA,Emissions|CH4|Land Use|Agriculture|AWM,Mt CH4/yr,2.18,2.27,2.36,2.46,2.53,2.59,2.62,2.65,2.67,2.70,2.72
IMAGE,SSP2-Ref-SPA0-V17,USA,Emissions|CH4|Land Use|Agriculture|Enteric Fermentation,Mt CH4/yr,7.62,7.82,7.78,7.78,7.70,7.61,7.61,7.61,7.62,7.62,7.63
IMAGE,SSP2-Ref-SPA0-V17,USA,Emissions|CH4|Land Use|Agriculture|Rice,Mt CH4/yr,0.36,0.36,0.38,0.40,0.41,0.42,0.41,0.40,0.40,0.40,0.39
IMAGE,SSP2-Ref-SPA0-V17,USA,Emissions|CH4|Land Use|Forest Burning,Mt CH4/yr,0.03,0.04,0.07,0.08,0.15,0.14,0.01,0.01,0.01,0.02,0.02
IMAGE,SSP2-Ref-SPA0-V17,USA,Emissions|CH4|Land Use|Savannah Burning,Mt CH4/yr,0.07,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.04
IMAGE,SSP2-Ref-SPA0-V17,USA,Emissions|CH4|Other,Mt CH4/yr,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE,SSP2-Ref-SPA0-V17,USA,Emissions|CH4|Waste,Mt CH4/yr,5.78,6.11,6.82,7.31,7.55,7.66,7.62,7.56,7.37,6.96,6.55
IMAGE,SSP2-Ref-SPA0-V17,WAF,Emissions|CH4,Mt CH4/yr,9.49,12,18,25,24,26,22,22,23,22,22
IMAGE,SSP2-Ref-SPA0-V17,WAF,Emissions|CH4|Energy Demand|Industry,Mt CH4/yr,0.02,0.01,0.02,0.02,0.02,0.03,0.05,0.08,0.11,0.12,0.11
IMAGE,SSP2-Ref-SPA0-V17,WAF,Emissions|CH4|Energy Demand|Residential and Commercial,Mt CH4/yr,0.77,0.90,1.16,1.11,0.94,0.80,0.77,0.72,0.68,0.56,0.41
IMAGE,SSP2-Ref-SPA0-V17,WAF,Emissions|CH4|Energy Demand|Transportation,Mt CH4/yr,0.01,0.01,0.01,0.03,0.06,0.10,0.11,0.12,0.16,0.18,0.20
IMAGE,SSP2-Ref-SPA0-V17,WAF,Emissions|CH4|Energy Demand|Transportation|Ground Transportation,Mt CH4/yr,0.01,0.01,0.01,0.03,0.06,0.10,0.11,0.12,0.16,0.18,0.20
IMAGE,SSP2-Ref-SPA0-V17,WAF,Emissions|CH4|Energy Supply,Mt CH4/yr,0.82,0.91,1.41,2.26,3.29,4.22,3.83,3.05,3.02,2.44,1.93
IMAGE,SSP2-Ref-SPA0-V17,WAF,Emissions|CH4|Energy Supply and Demand,Mt CH4/yr,1.61,1.84,2.61,3.45,4.36,5.23,4.88,4.13,4.15,3.50,2.84
IMAGE,SSP2-Ref-SPA0-V17,WAF,Emissions|CH4|Land Use,Mt CH4/yr,5.92,7.66,12,18,16,15,11,11,12,12,12
IMAGE,SSP2-Ref-SPA0-V17,WAF,Emissions|CH4|Land Use|Agricultural Waste Burning,Mt CH4/yr,0.03,0.03,0.05,0.07,0.09,0.10,0.09,0.08,0.08,0.07,0.07
